"hospital_code","service_plan","bed_all","bed_icu","bed_nicu","bed_ccu","bed_icu_otherwards","bed_icu_all","operation_room","cmi_2015","ip_2015","day_spent_2015","totaladjrw_2015","op_visit_2015"
11401,"F2",30,0,0,0,0,0,0,0.5,2239,5081,1109.87,62572
11397,"F2",30,0,0,0,0,0,0,0.47,2067,5826,977.48,75525
11387,"F2",68,0,0,0,0,0,2,0.51,5936,16249,3028.55,67167
11390,"F2",60,0,0,0,0,0,1,0.46,5043,15699,2308.18,95038
11396,"F2",28,0,0,0,0,0,0,0.69,2081,5598,1431.1,68388
11399,"F2",24,0,0,0,0,0,0,0.6,1859,6498,1110.94,59081
11398,"F2",30,0,0,0,0,0,1,0.46,2487,7361,1136.31,42876
11394,"F2",36,0,0,0,0,0,1,0.51,4290,12301,2175.46,128110
11386,"F2",30,0,0,0,0,0,0,0.49,2846,7488,1401.66,167072
11395,"F2",30,0,0,0,0,0,1,0.48,4494,11396,2167.01,61671
11391,"F2",44,0,0,0,0,0,0,0.5,4418,13207,2201.49,76155
11400,"F2",30,0,0,0,0,0,1,0.49,2174,5628,1057.87,106719
10746,"S",202,9,16,0,0,25,5,1.05,19808,85351,20470,275182
11405,"F1",63,2,0,0,0,2,2,0.52,7549,22046,3772,138783
11403,"F2",33,0,0,0,0,0,1,0.53,3067,9343,1639.31,70941
11402,"F2",30,0,0,0,0,0,0,0.5,1946,6019,985,60075
11404,"F2",33,0,0,0,0,0,0,0.5,3161,6791,1603,63916
11406,"F2",30,0,0,0,0,0,1,0.44,3029,7358,1265,60154
28786,"F3",30,0,0,0,0,0,1,0.42,1779,4149,655,41925
